Website,Status Code,Response Time,Checked At
https://github.com,200,0.932973,2026-06-10 22:51:19.224402
https://google.com,200,1.013122,2026-06-10 22:51:21.229362
https://openai.com,200,1.409679,2026-06-10 22:51:22.660513
